City,Property_name,Category,Booking_platform,Check_in_date,Total_successful_bookings,Total_capacity,Occupancy%,column1
Bangalore,Atliq City,Business,logtrip,25-Jun-22,51684,70092,0.7373737373737373,25 Jun 2022
Bangalore,Atliq Blu,Luxury,others,06-May-22,140940,274833,0.5128205128205128,06 May 2022
Bangalore,Atliq Blu,Luxury,tripster,13-Jul-22,27032,51012,0.5299145299145299,13 Jul 2022
Bangalore,Atliq Bay,Luxury,journey,20-May-22,18615,35040,0.53125,20 May 2022
Bangalore,Atliq Bay,Luxury,logtrip,14-May-22,50482,56352,0.8958333333333334,14 May 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,04-Jul-22,67773,114144,0.59375,04 Jul 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,02-May-22,72529,114144,0.6354166666666666,02 May 2022
Bangalore,Atliq Palace,Business,others,15-Jul-22,122310,249150,0.4909090909090909,15 Jul 2022
Mumbai,Atliq Seasons,Business,journey,18-May-22,8028,21631,0.3711340206185567,18 May 2022
Bangalore,Atliq Grands,Luxury,logtrip,29-Jul-22,17277,47401,0.3644859813084112,29 Jul 2022
Delhi,Atliq Grands,Luxury,logtrip,10-Jun-22,12636,18252,0.6923076923076923,10 Jun 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,10-Jul-22,30800,32032,0.9615384615384616,10 Jul 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,11-Jun-22,30184,32032,0.9423076923076923,11 Jun 2022
Mumbai,Atliq Exotica,Luxury,journey,21-May-22,64877,93014,0.6974971509665212,21 May 2022
Mumbai,Atliq Exotica,Luxury,makeyourtrip,09-Jun-22,189814,296230,0.6407656213077676,09 Jun 2022
Mumbai,Atliq Exotica,Luxury,direct offline,11-Jun-22,69342,75354,0.9202165777530058,11 Jun 2022
Delhi,Atliq Blu,Luxury,logtrip,06-May-22,21032,34894,0.6027397260273972,06 May 2022
Delhi,Atliq Blu,Luxury,others,02-Jun-22,68058,130743,0.5205479452054794,02 Jun 2022
Delhi,Atliq Blu,Luxury,others,28-May-22,121788,130743,0.9315068493150684,28 May 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,10-Jul-22,66314,91532,0.7244897959183674,10 Jul 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,11-Jun-22,66314,91532,0.7244897959183674,11 Jun 2022
Delhi,Atliq Bay,Luxury,direct online,23-May-22,25755,49490,0.5204081632653061,23 May 2022
Delhi,Atliq Palace,Business,others,17-May-22,172221,341523,0.5042735042735043,17 May 2022
Delhi,Atliq Palace,Business,tripster,29-Jul-22,29000,58500,0.49572649572649574,29 Jul 2022
Delhi,Atliq Palace,Business,logtrip,16-Jul-22,80752,91728,0.8803418803418803,16 Jul 2022
Mumbai,Atliq Grands,Luxury,makeyourtrip,02-Jul-22,78662,108426,0.7254901960784313,02 Jul 2022
Mumbai,Atliq Grands,Luxury,journey,02-Jun-22,12080,30804,0.39215686274509803,02 Jun 2022
Mumbai,Atliq Grands,Luxury,direct online,23-Jun-22,19040,48552,0.39215686274509803,23 Jun 2022
Mumbai,Atliq City,Business,tripster,06-May-22,24681,53259,0.4634146341463415,06 May 2022
Mumbai,Atliq City,Business,makeyourtrip,12-Jun-22,108360,148092,0.7317073170731707,12 Jun 2022
Mumbai,Atliq City,Business,makeyourtrip,03-May-22,71036,148092,0.4796747967479675,03 May 2022
Mumbai,Atliq City,Business,logtrip,12-Jun-22,59580,81426,0.7317073170731707,12 Jun 2022
Mumbai,Atliq City,Business,direct offline,12-Jun-22,27360,37392,0.7317073170731707,12 Jun 2022
Mumbai,Atliq Blu,Luxury,direct online,19-Jul-22,23584,45560,0.5176470588235295,19 Jul 2022
Mumbai,Atliq Blu,Luxury,direct online,01-May-22,39128,45560,0.8588235294117647,01 May 2022
Mumbai,Atliq Bay,Luxury,journey,29-May-22,7220,15770,0.4578313253012048,29 May 2022
Mumbai,Atliq Bay,Luxury,direct offline,02-Jul-22,8748,13446,0.6506024096385542,02 Jul 2022
Mumbai,Atliq Bay,Luxury,direct offline,30-Jun-22,5994,13446,0.4457831325301205,30 Jun 2022
Mumbai,Atliq Bay,Luxury,makeyourtrip,11-Jun-22,33712,57104,0.5903614457831325,11 Jun 2022
Mumbai,Atliq Palace,Business,others,14-May-22,231044,269984,0.8557692307692307,14 May 2022
Mumbai,Atliq Palace,Business,direct offline,25-Jul-22,17118,32968,0.5192307692307693,25 Jul 2022
Mumbai,Atliq Palace,Business,direct online,09-May-22,39270,61880,0.6346153846153846,09 May 2022
Hyderabad,Atliq Grands,Luxury,tripster,01-Jun-22,12324,28756,0.42857142857142855,01 Jun 2022
Hyderabad,Atliq Grands,Luxury,journey,28-Jun-22,11792,24388,0.4835164835164835,28 Jun 2022
Hyderabad,Atliq Exotica,Luxury,journey,21-Jul-22,13115,39040,0.3359375,21 Jul 2022
Hyderabad,Atliq Exotica,Luxury,others,25-Jul-22,79572,268032,0.296875,25 Jul 2022
Hyderabad,Atliq City,Business,others,11-Jun-22,276500,301385,0.9174311926605505,11 Jun 2022
Hyderabad,Atliq City,Business,journey,31-Jul-22,33745,43273,0.7798165137614679,31 Jul 2022
Hyderabad,Atliq Blu,Luxury,tripster,03-Jun-22,22880,44512,0.514018691588785,03 Jun 2022
Hyderabad,Atliq Bay,Luxury,direct online,15-May-22,65520,88088,0.743801652892562,15 May 2022
Hyderabad,Atliq Bay,Luxury,journey,09-Jun-22,33341,52393,0.6363636363636364,09 Jun 2022
Hyderabad,Atliq Bay,Luxury,direct offline,11-Jul-22,30096,47916,0.628099173553719,11 Jul 2022
Hyderabad,Atliq Palace,Business,journey,02-May-22,15504,29488,0.5257731958762887,02 May 2022
Hyderabad,Atliq Palace,Business,logtrip,05-Jul-22,25500,48500,0.5257731958762887,05 Jul 2022
Hyderabad,Atliq Palace,Business,logtrip,27-May-22,25000,48500,0.5154639175257731,27 May 2022
Bangalore,Atliq Grands,Luxury,others,29-Jul-22,69420,190460,0.3644859813084112,29 Jul 2022
Bangalore,Atliq Grands,Luxury,makeyourtrip,11-Jun-22,56576,94588,0.5981308411214953,11 Jun 2022
Bangalore,Atliq Grands,Luxury,direct online,04-Jul-22,20835,49541,0.4205607476635514,04 Jul 2022
Bangalore,Atliq Grands,Luxury,direct online,14-Jun-22,20835,49541,0.4205607476635514,14 Jun 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,16-Jul-22,64308,88540,0.7263157894736842,16 Jul 2022
Bangalore,Atliq Exotica,Luxury,others,04-May-22,97150,184585,0.5263157894736842,04 May 2022
Bangalore,Atliq Exotica,Luxury,tripster,24-May-22,16560,34200,0.4842105263157895,24 May 2022
Bangalore,Atliq City,Business,logtrip,03-Jul-22,63012,70092,0.898989898989899,03 Jul 2022
Bangalore,Atliq City,Business,logtrip,23-May-22,45312,70092,0.6464646464646465,23 May 2022
Bangalore,Atliq City,Business,direct offline,22-Jun-22,14592,30096,0.48484848484848486,22 Jun 2022
Bangalore,Atliq City,Business,direct offline,12-Jun-22,27664,30096,0.9191919191919192,12 Jun 2022
Bangalore,Atliq Blu,Luxury,makeyourtrip,06-May-22,66540,129753,0.5128205128205128,06 May 2022
Bangalore,Atliq Blu,Luxury,journey,11-May-22,21712,43056,0.5042735042735043,11 May 2022
Bangalore,Atliq Blu,Luxury,tripster,30-Jun-22,25724,51012,0.5042735042735043,30 Jun 2022
Bangalore,Atliq Bay,Luxury,tripster,02-Jul-22,31025,35040,0.8854166666666666,02 Jul 2022
Bangalore,Atliq Bay,Luxury,logtrip,13-May-22,34046,56352,0.6041666666666666,13 May 2022
Bangalore,Atliq Bay,Luxury,direct offline,31-Jul-22,22648,28608,0.7916666666666666,31 Jul 2022
Bangalore,Atliq Bay,Luxury,direct offline,20-Jul-22,14006,28608,0.4895833333333333,20 Jul 2022
Bangalore,Atliq Bay,Luxury,direct online,09-Jul-22,53489,57696,0.9270833333333334,09 Jul 2022
Bangalore,Atliq Bay,Luxury,direct online,08-Jul-22,37262,57696,0.6458333333333334,08 Jul 2022
Bangalore,Atliq Palace,Business,logtrip,25-Jun-22,42090,67100,0.6272727272727273,25 Jun 2022
Bangalore,Atliq Palace,Business,direct online,14-Jun-22,30495,58850,0.5181818181818182,14 Jun 2022
Mumbai,Atliq Seasons,Business,others,13-Jul-22,63219,157237,0.4020618556701031,13 Jul 2022
Mumbai,Atliq Seasons,Business,others,04-Jul-22,68082,157237,0.4329896907216495,04 Jul 2022
Mumbai,Atliq Seasons,Business,logtrip,25-Jun-22,21168,41904,0.5051546391752577,25 Jun 2022
Mumbai,Atliq Seasons,Business,journey,18-Jul-22,7359,21631,0.3402061855670103,18 Jul 2022
Mumbai,Atliq Seasons,Business,logtrip,30-Jul-22,20736,41904,0.4948453608247423,30 Jul 2022
Delhi,Atliq Grands,Luxury,others,23-Jul-22,53464,67808,0.7884615384615384,23 Jul 2022
Delhi,Atliq Grands,Luxury,others,24-Jun-22,36512,67808,0.5384615384615384,24 Jun 2022
Delhi,Atliq Grands,Luxury,logtrip,18-Jun-22,16848,18252,0.9230769230769231,18 Jun 2022
Delhi,Atliq Grands,Luxury,tripster,14-Jul-22,7786,11908,0.6538461538461539,14 Jul 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,01-May-22,30800,32032,0.9615384615384616,01 May 2022
Delhi,Atliq Grands,Luxury,journey,21-Jul-22,4968,9568,0.5192307692307693,21 Jul 2022
Mumbai,Atliq Exotica,Luxury,journey,06-Jul-22,57942,93014,0.6229384823789967,06 Jul 2022
Mumbai,Atliq Exotica,Luxury,direct offline,26-Jul-22,39942,75354,0.5300581256469464,26 Jul 2022
Mumbai,Atliq Exotica,Luxury,direct offline,22-Jul-22,38068,75354,0.5051888419990976,22 Jul 2022
Mumbai,Atliq Exotica,Luxury,direct online,19-Jun-22,113322,152883,0.741233492278409,19 Jun 2022
Delhi,Atliq City,Business,direct online,23-Jun-22,20020,43225,0.4631578947368421,23 Jun 2022
Delhi,Atliq Blu,Luxury,logtrip,25-Jun-22,25812,34894,0.7397260273972602,25 Jun 2022
Delhi,Atliq Blu,Luxury,direct offline,19-May-22,9307,16571,0.5616438356164384,19 May 2022
Delhi,Atliq Blu,Luxury,journey,05-Jul-22,11308,18761,0.6027397260273972,05 Jul 2022
Delhi,Atliq Bay,Luxury,tripster,17-Jul-22,22243,36946,0.6020408163265306,17 Jul 2022
Delhi,Atliq Bay,Luxury,logtrip,12-Jun-22,38340,52920,0.7244897959183674,12 Jun 2022
Delhi,Atliq Palace,Business,others,30-Jul-22,248115,341523,0.7264957264957265,30 Jul 2022
Delhi,Atliq Palace,Business,others,19-May-22,180978,341523,0.5299145299145299,19 May 2022
Delhi,Atliq Palace,Business,direct offline,28-May-22,35329,40131,0.8803418803418803,28 May 2022
Delhi,Atliq Palace,Business,direct online,15-Jul-22,51538,82602,0.6239316239316239,15 Jul 2022
Delhi,Atliq Palace,Business,logtrip,13-Jun-22,57232,91728,0.6239316239316239,13 Jun 2022
Delhi,Atliq Palace,Business,journey,12-Jun-22,48729,51363,0.9487179487179487,12 Jun 2022
Delhi,Atliq Palace,Business,journey,31-May-22,25023,51363,0.48717948717948717,31 May 2022
Mumbai,Atliq Grands,Luxury,others,01-May-22,154356,207162,0.7450980392156863,01 May 2022
Mumbai,Atliq Grands,Luxury,logtrip,08-Jul-22,28500,58140,0.49019607843137253,08 Jul 2022
Mumbai,Atliq Grands,Luxury,direct online,27-Jun-22,23324,48552,0.4803921568627451,27 Jun 2022
Mumbai,Atliq City,Business,tripster,24-Jun-22,23382,53259,0.43902439024390244,24 Jun 2022
Mumbai,Atliq City,Business,direct online,19-Jul-22,28152,75276,0.37398373983739835,19 Jul 2022
Mumbai,Atliq City,Business,others,09-May-22,146880,301104,0.4878048780487805,09 May 2022
Mumbai,Atliq City,Business,logtrip,14-May-22,60242,81426,0.7398373983739838,14 May 2022
Mumbai,Atliq Blu,Luxury,journey,07-Jul-22,18867,28135,0.6705882352941176,07 Jul 2022
Mumbai,Atliq Blu,Luxury,direct online,08-May-22,42344,45560,0.9294117647058824,08 May 2022
Mumbai,Atliq Blu,Luxury,logtrip,24-Jun-22,23604,47770,0.49411764705882355,24 Jun 2022
Mumbai,Atliq Blu,Luxury,tripster,14-May-22,26475,30005,0.8823529411764706,14 May 2022
Mumbai,Atliq Bay,Luxury,journey,11-Jun-22,9310,15770,0.5903614457831325,11 Jun 2022
Mumbai,Atliq Bay,Luxury,others,14-Jun-22,54171,115287,0.46987951807228917,14 Jun 2022
Mumbai,Atliq Bay,Luxury,others,08-Jun-22,47226,115287,0.40963855421686746,08 Jun 2022
Mumbai,Atliq Bay,Luxury,others,18-May-22,40281,115287,0.3493975903614458,18 May 2022
Mumbai,Atliq Palace,Business,tripster,11-May-22,28340,45344,0.625,11 May 2022
Mumbai,Atliq Palace,Business,journey,19-May-22,19012,40352,0.47115384615384615,19 May 2022
Mumbai,Atliq Palace,Business,makeyourtrip,16-Jun-22,88306,137072,0.6442307692307693,16 Jun 2022
Hyderabad,Atliq Exotica,Luxury,direct offline,17-Jun-22,14469,34944,0.4140625,17 Jun 2022
Hyderabad,Atliq Exotica,Luxury,others,20-Jul-22,94230,268032,0.3515625,20 Jul 2022
Hyderabad,Atliq Exotica,Luxury,others,12-Jul-22,115170,268032,0.4296875,12 Jul 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,23-Jun-22,46200,134400,0.34375,23 Jun 2022
Hyderabad,Atliq City,Business,others,23-Jul-22,226730,301385,0.7522935779816514,23 Jul 2022
Hyderabad,Atliq City,Business,journey,10-Jul-22,40494,43273,0.9357798165137615,10 Jul 2022
Hyderabad,Atliq City,Business,journey,10-May-22,26599,43273,0.6146788990825688,10 May 2022
Hyderabad,Atliq Blu,Luxury,makeyourtrip,03-Jun-22,71060,138244,0.514018691588785,03 Jun 2022
Hyderabad,Atliq Blu,Luxury,tripster,20-Jul-22,22048,44512,0.4953271028037383,20 Jul 2022
Hyderabad,Atliq Blu,Luxury,direct offline,16-Jul-22,31100,33277,0.9345794392523364,16 Jul 2022
Hyderabad,Atliq Bay,Luxury,logtrip,19-Jun-22,67599,94017,0.71900826446281,19 Jun 2022
Bangalore,Atliq Grands,Luxury,logtrip,15-Jul-22,19492,47401,0.411214953271028,15 Jul 2022
Bangalore,Atliq Grands,Luxury,logtrip,27-Jun-22,20378,47401,0.42990654205607476,27 Jun 2022
Bangalore,Atliq Grands,Luxury,direct offline,27-May-22,10512,23433,0.4485981308411215,27 May 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,26-May-22,45668,88540,0.5157894736842106,26 May 2022
Bangalore,Atliq Exotica,Luxury,direct online,10-Jun-22,22500,42750,0.5263157894736842,10 Jun 2022
Bangalore,Atliq City,Business,tripster,22-Jul-22,23055,43065,0.5353535353535354,22 Jul 2022
Bangalore,Atliq City,Business,journey,19-Jul-22,16121,32571,0.494949494949495,19 Jul 2022
Bangalore,Atliq City,Business,direct online,20-Jul-22,30478,61578,0.494949494949495,20 Jul 2022
Bangalore,Atliq Blu,Luxury,makeyourtrip,26-May-22,64322,129753,0.49572649572649574,26 May 2022
Bangalore,Atliq Blu,Luxury,logtrip,28-Jul-22,29400,70200,0.4188034188034188,28 Jul 2022
Bangalore,Atliq Blu,Luxury,others,16-Jul-22,202014,274833,0.7350427350427351,16 Jul 2022
Bangalore,Atliq Blu,Luxury,others,17-Jun-22,138591,274833,0.5042735042735043,17 Jun 2022
Bangalore,Atliq Blu,Luxury,tripster,04-Jun-22,29648,51012,0.5811965811965812,04 Jun 2022
Bangalore,Atliq Blu,Luxury,tripster,02-Jun-22,19620,51012,0.38461538461538464,02 Jun 2022
Bangalore,Atliq Blu,Luxury,direct online,16-Jul-22,48676,66222,0.7350427350427351,16 Jul 2022
Bangalore,Atliq Bay,Luxury,direct online,30-Jul-22,40868,57696,0.7083333333333334,30 Jul 2022
Mumbai,Atliq Seasons,Business,direct online,25-Jun-22,19796,39188,0.5051546391752577,25 Jun 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,07-Jun-22,34230,79055,0.4329896907216495,07 Jun 2022
Mumbai,Atliq Seasons,Business,tripster,26-Jul-22,10404,28033,0.3711340206185567,26 Jul 2022
Mumbai,Atliq Seasons,Business,tripster,10-Jun-22,11560,28033,0.41237113402061853,10 Jun 2022
Mumbai,Atliq Seasons,Business,tripster,13-May-22,12138,28033,0.4329896907216495,13 May 2022
Delhi,Atliq Grands,Luxury,direct online,05-Jul-22,10640,15808,0.6730769230769231,05 Jul 2022
Mumbai,Atliq Exotica,Luxury,tripster,26-May-22,72246,108936,0.6631967393699053,26 May 2022
Mumbai,Atliq Exotica,Luxury,direct offline,28-Jun-22,46992,75354,0.6236165299785015,28 Jun 2022
Mumbai,Atliq Exotica,Luxury,direct offline,24-May-22,44660,75354,0.5926692677230141,24 May 2022
Delhi,Atliq City,Business,makeyourtrip,26-Jun-22,65380,88730,0.7368421052631579,26 Jun 2022
Delhi,Atliq Blu,Luxury,logtrip,02-Jun-22,18164,34894,0.5205479452054794,02 Jun 2022
Delhi,Atliq Blu,Luxury,makeyourtrip,22-Jun-22,37679,67087,0.5616438356164384,22 Jun 2022
Delhi,Atliq Blu,Luxury,others,26-May-22,87759,130743,0.6712328767123288,26 May 2022
Delhi,Atliq Blu,Luxury,direct offline,20-May-22,8399,16571,0.5068493150684932,20 May 2022
Delhi,Atliq Bay,Luxury,others,28-May-22,147150,192276,0.7653061224489796,28 May 2022
Delhi,Atliq Palace,Business,direct offline,08-Jul-22,23667,40131,0.5897435897435898,08 Jul 2022
Delhi,Atliq Palace,Business,direct online,30-Jun-22,52950,82602,0.6410256410256411,30 Jun 2022
Delhi,Atliq Palace,Business,journey,21-Jun-22,28096,51363,0.5470085470085471,21 Jun 2022
Mumbai,Atliq Grands,Luxury,makeyourtrip,09-Jul-22,77599,108426,0.7156862745098039,09 Jul 2022
Mumbai,Atliq Grands,Luxury,makeyourtrip,25-Jun-22,60591,108426,0.5588235294117647,25 Jun 2022
Mumbai,Atliq Grands,Luxury,direct offline,13-Jul-22,12540,23256,0.5392156862745098,13 Jul 2022
Mumbai,Atliq Grands,Luxury,direct online,29-Jun-22,25228,48552,0.5196078431372549,29 Jun 2022
Mumbai,Atliq City,Business,others,11-Jul-22,146880,301104,0.4878048780487805,11 Jul 2022
Mumbai,Atliq City,Business,others,23-May-22,146880,301104,0.4878048780487805,23 May 2022
Mumbai,Atliq City,Business,makeyourtrip,10-Jul-22,108360,148092,0.7317073170731707,10 Jul 2022
Mumbai,Atliq City,Business,logtrip,30-Jul-22,47002,81426,0.5772357723577236,30 Jul 2022
Mumbai,Atliq City,Business,direct offline,01-May-22,26752,37392,0.7154471544715447,01 May 2022
Mumbai,Atliq City,Business,journey,30-Jun-22,21350,43050,0.4959349593495935,30 Jun 2022
Mumbai,Atliq Blu,Luxury,journey,24-Jul-22,19860,28135,0.7058823529411765,24 Jul 2022
Mumbai,Atliq Blu,Luxury,journey,11-Jun-22,25818,28135,0.9176470588235294,11 Jun 2022
Mumbai,Atliq Blu,Luxury,direct online,10-Jul-22,42880,45560,0.9411764705882353,10 Jul 2022
Mumbai,Atliq Blu,Luxury,logtrip,10-Jul-22,44960,47770,0.9411764705882353,10 Jul 2022
Mumbai,Atliq Blu,Luxury,logtrip,03-Jun-22,25290,47770,0.5294117647058824,03 Jun 2022
Mumbai,Atliq Blu,Luxury,logtrip,12-May-22,30348,47770,0.6352941176470588,12 May 2022
Mumbai,Atliq Bay,Luxury,others,19-Jun-22,59727,115287,0.5180722891566265,19 Jun 2022
Mumbai,Atliq Bay,Luxury,others,04-May-22,43059,115287,0.37349397590361444,04 May 2022
Mumbai,Atliq Bay,Luxury,direct online,28-May-22,17136,27888,0.6144578313253012,28 May 2022
Mumbai,Atliq Bay,Luxury,makeyourtrip,15-Jul-22,24768,57104,0.43373493975903615,15 Jul 2022
Mumbai,Atliq Bay,Luxury,makeyourtrip,13-Jun-22,28208,57104,0.4939759036144578,13 Jun 2022
Mumbai,Atliq Palace,Business,tripster,03-May-22,29212,45344,0.6442307692307693,03 May 2022
Mumbai,Atliq Palace,Business,journey,28-May-22,37636,40352,0.9326923076923077,28 May 2022
Mumbai,Atliq Palace,Business,logtrip,11-Jun-22,65952,71448,0.9230769230769231,11 Jun 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,25-May-22,41272,85358,0.4835164835164835,25 May 2022
Hyderabad,Atliq Grands,Luxury,tripster,24-May-22,14536,28756,0.5054945054945055,24 May 2022
Hyderabad,Atliq Grands,Luxury,direct offline,24-May-22,10580,20930,0.5054945054945055,24 May 2022
Hyderabad,Atliq Exotica,Luxury,direct offline,22-Jun-22,12285,34944,0.3515625,22 Jun 2022
Hyderabad,Atliq Exotica,Luxury,tripster,19-Jun-22,24366,50304,0.484375,19 Jun 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,27-May-22,54600,134400,0.40625,27 May 2022
Hyderabad,Atliq Exotica,Luxury,direct online,08-Jul-22,27500,70400,0.390625,08 Jul 2022
Hyderabad,Atliq City,Business,logtrip,23-Jun-22,40122,80987,0.4954128440366973,23 Jun 2022
Hyderabad,Atliq Blu,Luxury,direct online,10-Jun-22,44940,68694,0.6542056074766355,10 Jun 2022
Hyderabad,Atliq Bay,Luxury,makeyourtrip,30-Jul-22,129976,178717,0.7272727272727273,30 Jul 2022
Hyderabad,Atliq Bay,Luxury,direct online,06-Jul-22,55328,88088,0.628099173553719,06 Jul 2022
Hyderabad,Atliq Palace,Business,journey,10-Jun-22,14592,29488,0.4948453608247423,10 Jun 2022
Hyderabad,Atliq Palace,Business,direct offline,07-May-22,15820,21922,0.7216494845360825,07 May 2022
Bangalore,Atliq Grands,Luxury,others,28-Jun-22,78320,190460,0.411214953271028,28 Jun 2022
Bangalore,Atliq Grands,Luxury,logtrip,14-Jul-22,20378,47401,0.42990654205607476,14 Jul 2022
Bangalore,Atliq Grands,Luxury,logtrip,28-Jun-22,19492,47401,0.411214953271028,28 Jun 2022
Bangalore,Atliq Grands,Luxury,direct online,22-May-22,28706,49541,0.5794392523364486,22 May 2022
Bangalore,Atliq Grands,Luxury,direct online,05-May-22,23150,49541,0.4672897196261682,05 May 2022
Bangalore,Atliq Grands,Luxury,journey,03-Jun-22,9842,27713,0.35514018691588783,03 Jun 2022
Bangalore,Atliq Exotica,Luxury,makeyourtrip,23-May-22,48464,88540,0.5473684210526316,23 May 2022
Bangalore,Atliq Exotica,Luxury,direct online,11-Jul-22,21600,42750,0.5052631578947369,11 Jul 2022
Bangalore,Atliq Exotica,Luxury,others,30-May-22,83549,184585,0.45263157894736844,30 May 2022
Bangalore,Atliq Exotica,Luxury,direct offline,24-Jun-22,9389,21755,0.43157894736842106,24 Jun 2022
Bangalore,Atliq City,Business,tripster,07-Jul-22,26535,43065,0.6161616161616161,07 Jul 2022
Bangalore,Atliq City,Business,others,07-Jun-22,154980,243540,0.6363636363636364,07 Jun 2022
Bangalore,Atliq City,Business,direct online,01-Jun-22,31100,61578,0.5050505050505051,01 Jun 2022
Bangalore,Atliq Blu,Luxury,makeyourtrip,29-Jul-22,52123,129753,0.4017094017094017,29 Jul 2022
Bangalore,Atliq Blu,Luxury,makeyourtrip,05-Jul-22,65431,129753,0.5042735042735043,05 Jul 2022
Bangalore,Atliq Blu,Luxury,logtrip,29-May-22,43200,70200,0.6153846153846154,29 May 2022
Bangalore,Atliq Blu,Luxury,tripster,02-Jul-22,37496,51012,0.7350427350427351,02 Jul 2022
Bangalore,Atliq Blu,Luxury,direct online,26-Jul-22,26602,66222,0.4017094017094017,26 Jul 2022
Bangalore,Atliq Bay,Luxury,others,06-May-22,154048,231072,0.6666666666666666,06 May 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,31-May-22,55883,114144,0.4895833333333333,31 May 2022
Bangalore,Atliq Palace,Business,logtrip,31-Jul-22,40260,67100,0.6,31 Jul 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,01-May-22,48085,79055,0.6082474226804123,01 May 2022
Delhi,Atliq Grands,Luxury,others,09-Jul-22,58680,67808,0.8653846153846154,09 Jul 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,18-May-22,14168,32032,0.4423076923076923,18 May 2022
Delhi,Atliq Grands,Luxury,journey,12-Jun-22,8648,9568,0.9038461538461539,12 Jun 2022
Mumbai,Atliq Exotica,Luxury,direct online,22-Jun-22,77884,152883,0.5094353198197314,22 Jun 2022
Delhi,Atliq City,Business,direct offline,16-Jul-22,17388,23940,0.7263157894736842,16 Jul 2022
Delhi,Atliq City,Business,tripster,13-Jul-22,17680,32300,0.5473684210526316,13 Jul 2022
Delhi,Atliq City,Business,tripster,22-Jun-22,13600,32300,0.42105263157894735,22 Jun 2022
Delhi,Atliq City,Business,tripster,20-Jun-22,14620,32300,0.45263157894736844,20 Jun 2022
Delhi,Atliq City,Business,journey,11-Jun-22,20732,27740,0.7473684210526316,11 Jun 2022
Delhi,Atliq Blu,Luxury,logtrip,09-May-22,21988,34894,0.6301369863013698,09 May 2022
Delhi,Atliq Blu,Luxury,others,08-Jul-22,80595,130743,0.6164383561643836,08 Jul 2022
Delhi,Atliq Blu,Luxury,others,10-Jun-22,80595,130743,0.6164383561643836,10 Jun 2022
Delhi,Atliq Palace,Business,others,14-Jun-22,216006,341523,0.6324786324786325,14 Jun 2022
Delhi,Atliq Palace,Business,tripster,21-Jun-22,32000,58500,0.5470085470085471,21 Jun 2022
Delhi,Atliq Palace,Business,makeyourtrip,06-May-22,110656,170352,0.6495726495726496,06 May 2022
Mumbai,Atliq Grands,Luxury,direct online,14-Jul-22,25228,48552,0.5196078431372549,14 Jul 2022
Mumbai,Atliq City,Business,journey,04-May-22,21700,43050,0.5040650406504065,04 May 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,05-May-22,54702,86105,0.6352941176470588,05 May 2022
Mumbai,Atliq Bay,Luxury,journey,05-May-22,6650,15770,0.42168674698795183,05 May 2022
Mumbai,Atliq Bay,Luxury,others,30-May-22,41670,115287,0.3614457831325301,30 May 2022
Mumbai,Atliq Bay,Luxury,direct offline,15-Jun-22,5508,13446,0.40963855421686746,15 Jun 2022
Mumbai,Atliq Bay,Luxury,direct online,01-May-22,16800,27888,0.6024096385542169,01 May 2022
Mumbai,Atliq Bay,Luxury,logtrip,05-Jun-22,21112,33698,0.6265060240963856,05 Jun 2022
Mumbai,Atliq Palace,Business,tripster,04-Jun-22,34008,45344,0.75,04 Jun 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,22-May-22,65660,85358,0.7692307692307693,22 May 2022
Hyderabad,Atliq Grands,Luxury,journey,13-May-22,12060,24388,0.4945054945054945,13 May 2022
Hyderabad,Atliq Grands,Luxury,logtrip,05-May-22,21298,42133,0.5054945054945055,05 May 2022
Hyderabad,Atliq Exotica,Luxury,direct online,03-Jun-22,25300,70400,0.359375,03 Jun 2022
Hyderabad,Atliq City,Business,others,12-Jul-22,199080,301385,0.6605504587155964,12 Jul 2022
Hyderabad,Atliq City,Business,direct online,05-May-22,41272,67144,0.6146788990825688,05 May 2022
Hyderabad,Atliq City,Business,tripster,12-May-22,31920,49704,0.6422018348623854,12 May 2022
Hyderabad,Atliq City,Business,direct offline,17-May-22,19604,36842,0.5321100917431193,17 May 2022
Hyderabad,Atliq Blu,Luxury,tripster,06-Jun-22,29536,44512,0.6635514018691588,06 Jun 2022
Hyderabad,Atliq Bay,Luxury,tripster,25-May-22,42354,65703,0.6446280991735537,25 May 2022
Hyderabad,Atliq Bay,Luxury,makeyourtrip,03-Jun-22,90097,178717,0.5041322314049587,03 Jun 2022
Hyderabad,Atliq Bay,Luxury,makeyourtrip,08-May-22,163947,178717,0.9173553719008265,08 May 2022
